,Title,Artists,Danceability,Energy,Loudness,Speechiness,Acousticness,Valence,Continent,id,Song URL
233938,Girl,Myke Towers,0.733,0.708,-10.781458425967102,0.094,0.033,0.694,Latin-America,43NqTeL8pgBxKHPMiJKUP5,https://open.spotify.com/track/43NqTeL8pgBxKHPMiJKUP5
233945,Got The Guap (feat. Young Thug),Lil Uzi Vert,0.837,0.601,-11.900289017341038,0.198,0.21,0.749,Anglo-America,1HF6P40Z7nfExGaB1Gk99v,https://open.spotify.com/track/1HF6P40Z7nfExGaB1Gk99v
233985,Lotus,Lil Uzi Vert,0.802,0.748,-12.033681636282793,0.207,0.24,0.516,Anglo-America,4SnlSaLJJ7reJMCHM5YUuX,https://open.spotify.com/track/4SnlSaLJJ7reJMCHM5YUuX
233994,Moon Relate,Lil Uzi Vert,0.867,0.768,-2.5223377056469616,0.079,0.18,0.34,Anglo-America,4sWGHlZGM1XA7TyWdtBAbA,https://open.spotify.com/track/4sWGHlZGM1XA7TyWdtBAbA
234041,Strawberry Peels (feat. Young Thug & Gun),Lil Uzi Vert,0.862,0.65,-14.151289461983104,0.355,0.021,0.658,Anglo-America,4lAQfuREAHG8IC0PiiigBt,https://open.spotify.com/track/4lAQfuREAHG8IC0PiiigBt
234059,Trap This Way (This Way),Lil Uzi Vert,0.71,0.586,-11.405068919519785,0.381,0.248,0.207,Anglo-America,7vTspUAmMKFkUpKL9HLZNL,https://open.spotify.com/track/7vTspUAmMKFkUpKL9HLZNL
234065,Wassup (feat. Future),Lil Uzi Vert,0.762,0.622,-13.00911516229435,0.223,0.352,0.626,Anglo-America,19Ec2gbNtQTE44IizcPjtD,https://open.spotify.com/track/19Ec2gbNtQTE44IizcPjtD
234114,Celebration Station,Lil Uzi Vert,0.748,0.771,-9.445864828812809,0.15,0.101,0.792,Anglo-America,25B5fGr9K0VdZJiRFsnMO4,https://open.spotify.com/track/25B5fGr9K0VdZJiRFsnMO4
234118,Come This Way,Lil Uzi Vert,0.682,0.741,-10.001111605157845,0.249,0.127,0.619,Anglo-America,2BjNjFJAQTxqUPGpOnrese,https://open.spotify.com/track/2BjNjFJAQTxqUPGpOnrese
234156,I Can Show You,Lil Uzi Vert,0.817,0.656,-14.33136949755447,0.277,0.051,0.314,Anglo-America,0AhJag7VI8uFf3mJFsTwvf,https://open.spotify.com/track/0AhJag7VI8uFf3mJFsTwvf
234192,Money Spread (feat. Young Nudy),Lil Uzi Vert,0.778,0.618,-13.24088483770565,0.219,0.023,0.212,Anglo-America,5tBdxqz8gauIO8Hh8qwo0H,https://open.spotify.com/track/5tBdxqz8gauIO8Hh8qwo0H
234201,Nice To Meet Ya,Niall Horan,0.591,0.841,-9.77100933748332,0.03,0.012,0.392,Europe,0DrFTaAX2srXPkuag35djb,https://open.spotify.com/track/0DrFTaAX2srXPkuag35djb
234202,No Auto (feat. Lil Durk),Lil Uzi Vert,0.713,0.681,-15.26345042240996,0.351,0.003,0.635,Anglo-America,5erLs80hB2TbFWgSAbVQpe,https://open.spotify.com/track/5erLs80hB2TbFWgSAbVQpe
234220,René,Residente,0.486,0.388,-18.06636282792352,0.126,0.435,0.467,Latin-America,6gm12xlADJwiBbHIKBXzGW,https://open.spotify.com/track/6gm12xlADJwiBbHIKBXzGW
234263,Venetia,Lil Uzi Vert,0.775,0.757,-9.417518897287685,0.175,0.162,0.562,Anglo-America,3BYIzNZ3t9lRQCACXSMLrT,https://open.spotify.com/track/3BYIzNZ3t9lRQCACXSMLrT
234303,Berlin,"Samra, Capital Bra",0.69,0.672,-12.063694975544692,0.223,0.695,0.549,Europe,4VyJtzcNhnV9gPEgjYzI8L,https://open.spotify.com/track/4VyJtzcNhnV9gPEgjYzI8L
234306,Bigger Than Life,Lil Uzi Vert,0.776,0.752,-10.371276122721213,0.193,0.325,0.716,Anglo-America,2oHDJHNondITqbl8xZ9vPn,https://open.spotify.com/track/2oHDJHNondITqbl8xZ9vPn
234326,Didn't I,OneRepublic,0.606,0.613,-13.78445975989328,0.031,0.018,0.258,Anglo-America,6ikDZX0oc8EKGj2vdMAEDv,https://open.spotify.com/track/6ikDZX0oc8EKGj2vdMAEDv
234331,Euphoria (feat. Travis Scott & Kaash Paige),"Kaash Paige, Don Toliver",0.584,0.306,-16.524010671409513,0.027,0.52,0.096,Anglo-America,13QU8HBEBaSTZGq1HzQe9S,https://open.spotify.com/track/13QU8HBEBaSTZGq1HzQe9S
234415,POP,Lil Uzi Vert,0.741,0.599,-13.641062694530902,0.419,0.01,0.276,Anglo-America,1jDbQz6tr52WgScCTXMnaN,https://open.spotify.com/track/1jDbQz6tr52WgScCTXMnaN
234442,Stuck Together (feat. Lil Baby),Rich The Kid,0.927,0.497,-17.62616718541574,0.426,0.301,0.675,Anglo-America,5cHPAqi6V5JPMy0vqS4lK6,https://open.spotify.com/track/5cHPAqi6V5JPMy0vqS4lK6
234473,Worry About Me (feat. blackbear),Ellie Goulding,0.664,0.743,-14.378056914184079,0.206,0.115,0.534,Europe,0wsfdPl7p3yKjQBmHQsaDn,https://open.spotify.com/track/0wsfdPl7p3yKjQBmHQsaDn
234478,You Better Move,Lil Uzi Vert,0.842,0.556,-13.842819030680303,0.442,0.159,0.306,Anglo-America,6YAxCn4juTWn5hWl2hzHGw,https://open.spotify.com/track/6YAxCn4juTWn5hWl2hzHGw
234491,Aventura,"Luy, Ozuna, Anuel AA",0.729,0.726,-7.865162294353041,0.042,0.223,0.876,Europe,37zdqI4r1gswIzczSBkRon,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
234547,Heatin Up (feat. Gun),Lil Baby,0.788,0.436,-18.24811027123166,0.364,0.061,0.341,Anglo-America,7KSSdFCBHCfq4KPzz78ghk,https://open.spotify.com/track/7KSSdFCBHCfq4KPzz78ghk
234596,No Idea,Don Toliver,0.651,0.631,-12.048688305913736,0.09,0.519,0.35,Anglo-America,3VyjsVV24RmBIbWJAeUJNu,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
234597,No Judgement,Niall Horan,0.723,0.726,-8.910626945309026,0.047,0.056,0.962,Europe,5IUOU5xkzGHsRFOYNu3GSK,https://open.spotify.com/track/5IUOU5xkzGHsRFOYNu3GSK
234600,"Numbers (feat. Roddy Ricch, Gun and London On Da Track)","London On Da Track, A Boogie Wit da Hoodie",0.819,0.654,-13.629390840373496,0.136,0.517,0.455,Anglo-America,733c1CWmIGymoQXdp7Us88,https://open.spotify.com/track/733c1CWmIGymoQXdp7Us88
234604,ON (Feat. Sia),BTS,0.591,0.848,-9.847710093374836,0.083,0.137,0.386,Asia,3IB5qOeMayvpOdHxYCL5tZ,https://open.spotify.com/track/3IB5qOeMayvpOdHxYCL5tZ
234607,P FKN R,"Bad Bunny, Kendo Kaponi, Arcangel",0.82,0.635,-12.102045353490439,0.077,0.409,0.528,Latin-America,0fgsKar6uBO08vzHXkTjWi,https://open.spotify.com/track/0fgsKar6uBO08vzHXkTjWi
234618,Rare,Selena Gomez,0.838,0.545,-13.709426411738548,0.071,0.208,0.631,Anglo-America,7HMmFQsKsljwTw8bS7lu19,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19
234639,SKYBOX,Gun,0.779,0.707,-13.399288572698978,0.16,0.099,0.343,Europe,7GwYENSg87oERcW0Wacd6m,https://open.spotify.com/track/7GwYENSg87oERcW0Wacd6m
234669,WHATS POPPIN,Jack Harlow,0.923,0.604,-13.639395286794134,0.245,0.017,0.826,Anglo-America,3Q6F8RByyhRTJpRtZLY3cg,https://open.spotify.com/track/3Q6F8RByyhRTJpRtZLY3cg
234690,Angst,"Loreda, Rymez",0.833,0.677,-11.748554913294797,0.239,0.028,0.558,Europe,3R3rQ7FbTJdsi5She10YvI,https://open.spotify.com/track/3R3rQ7FbTJdsi5She10YvI
234913,Bust Me,Lil Uzi Vert,0.734,0.703,-12.947421076033791,0.355,0.237,0.608,Anglo-America,4wBcaYqLPm7EtDVoJQORU4,https://open.spotify.com/track/4wBcaYqLPm7EtDVoJQORU4
234918,Chrome Heart Tags,Lil Uzi Vert,0.702,0.768,-9.277456647398843,0.067,0.541,0.574,Anglo-America,46mT9NR7N9Zf5MolcrBgE3,https://open.spotify.com/track/46mT9NR7N9Zf5MolcrBgE3
235014,Puesto Pa' Guerrial,"Bad Bunny, Myke Towers",0.867,0.686,-11.423410404624278,0.221,0.311,0.658,Latin-America,5gCg2qMPzKkW4jS4dBKdDs,https://open.spotify.com/track/5gCg2qMPzKkW4jS4dBKdDs
235032,Secure The Bag,Lil Uzi Vert,0.803,0.719,-9.994441974210758,0.392,0.344,0.549,Anglo-America,7gHZGXSJzM29WA384suYY2,https://open.spotify.com/track/7gHZGXSJzM29WA384suYY2
235041,Someone Said,Swae Lee,0.904,0.492,-18.61827478879502,0.155,0.001,0.257,Anglo-America,5awaEIMiJboRO7ycF6UOot,https://open.spotify.com/track/5awaEIMiJboRO7ycF6UOot
235135,"fuck, i'm lonely","Lauv, Anne-Marie",0.806,0.558,-2.5268897287683387,0.068,0.482,0.678,Anglo-America,3Hig6FDiszzWDPIKSP9swE,https://open.spotify.com/track/3Hig6FDiszzWDPIKSP9swE
235162,i'm so tired...,"Lauv, Troye Sivan",0.599,0.733,-14.284682080924853,0.203,0.176,0.534,Anglo-America,58GV8DCjojFSplLejcHIYu,https://open.spotify.com/track/58GV8DCjojFSplLejcHIYu
235186,Mean It,"Lauv, LANY",0.746,0.45,-16.760782570031125,0.087,0.041,0.336,Anglo-America,4z1rk9qlsqhp5LJm5qvXZF,https://open.spotify.com/track/4z1rk9qlsqhp5LJm5qvXZF
235189,Modern Loneliness,Lauv,0.702,0.508,-14.363050244553136,0.035,0.144,0.143,Anglo-America,7MZF7YLxOP2to9iblSulLc,https://open.spotify.com/track/7MZF7YLxOP2to9iblSulLc
235262,Urgency (feat. Syd),Lil Uzi Vert,0.619,0.784,-2.5263061360604695,0.123,0.033,0.471,Anglo-America,5KlPy74NOEAt8jC3FYURnQ,https://open.spotify.com/track/5KlPy74NOEAt8jC3FYURnQ
235458,Truth Hurts,Lizzo,0.715,0.624,-7.595042240995994,0.114,0.11,0.412,Anglo-America,3HWzoMvoF3TQfYg4UPszDq,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq
235501,Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",0.795,0.715,-8.488772787905738,0.084,0.141,0.758,Latin-America,1Xnn1TPyr5h0hpRAT4B4EA,https://open.spotify.com/track/1Xnn1TPyr5h0hpRAT4B4EA
235535,Futsal Shuffle 2020,Lil Uzi Vert,0.881,0.457,-16.173855046687414,0.156,0.033,0.296,Anglo-America,2Ec33AVlkTTq8BHFgBTdQs,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs
235547,Happiness Over Everything (H.O.E.) (feat. Future & Miguel),Jhené Aiko,0.415,0.674,-16.07881280569142,0.335,0.131,0.867,Anglo-America,2yUy5eFAFWAichjrySJWA2,https://open.spotify.com/track/2yUy5eFAFWAichjrySJWA2
235566,Invisible Things,Lauv,0.732,0.553,-14.864939973321476,0.099,0.082,0.291,Anglo-America,1ShHhJlzaLuoZbJ3aP4z0m,https://open.spotify.com/track/1ShHhJlzaLuoZbJ3aP4z0m
235615,Que Tire Pa Lante,Daddy Yankee,0.658,0.901,-7.208203646064916,0.036,0.048,0.708,Latin-America,6RyaV7owmVU6fzEPE17sF1,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
235653,That Way,Lil Uzi Vert,0.719,0.611,-2.5244719875500223,0.04,0.058,0.489,Anglo-America,5raTDhlbxFDnpn89bxArdH,https://open.spotify.com/track/5raTDhlbxFDnpn89bxArdH
235793,Never Worn White,Katy Perry,0.544,0.353,-14.646509559804358,0.03,0.706,0.357,Anglo-America,3ksNHUNCTP6Pan8rjFnmtw,https://open.spotify.com/track/3ksNHUNCTP6Pan8rjFnmtw
235837,Sip,Luciano,0.789,0.77,-10.237883503779457,0.272,0.032,0.441,Europe,4D4tA2ara3ihoOvjupr8cG,https://open.spotify.com/track/4D4tA2ara3ihoOvjupr8cG
235846,SUGAR (Remix) [feat. Dua Lipa],BROCKHAMPTON,0.661,0.523,-12.357158737216544,0.038,0.483,0.536,Anglo-America,438wODjSTL2jgn1nePaNew,https://open.spotify.com/track/438wODjSTL2jgn1nePaNew
235932,Filter,BTS,0.781,0.762,-11.166629613161405,0.063,0.022,0.86,Asia,0ono6UCNVZ1XqOm6j78Blu,https://open.spotify.com/track/0ono6UCNVZ1XqOm6j78Blu
235942,GOODMORNINGTOKYO!,TOKYO'S REVENGE,0.907,0.539,-15.49188528234771,0.36,0.041,0.664,Anglo-America,0Q2n5yzl2XRqYbV77tZNYp,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp
235962,Infeliz,"Arcangel, Bad Bunny",0.713,0.798,-7.76345042240996,0.219,0.366,0.721,Latin-America,4z6wo6PJG4Fve45OXK6D9m,https://open.spotify.com/track/4z6wo6PJG4Fve45OXK6D9m
235975,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",Future,0.81,0.566,-2.530007781236108,0.433,0.107,0.582,Anglo-America,4iiWcajF1fEUpwcUewc464,https://open.spotify.com/track/4iiWcajF1fEUpwcUewc464
235977,Live Off My Closet (feat. Future),Lil Baby,0.807,0.678,-7.925188972876832,0.177,0.035,0.21,Anglo-America,6AyWdCtEn1DdxjnxPeojR2,https://open.spotify.com/track/6AyWdCtEn1DdxjnxPeojR2
235983,me & ur ghost,blackbear,0.755,0.631,-12.733992885726991,0.026,0.064,0.881,Anglo-America,4yJiXq86uM56uIfIZgE440,https://open.spotify.com/track/4yJiXq86uM56uIfIZgE440
236001,Old Me,5 Seconds of Summer,0.721,0.621,-8.58381502890174,0.048,0.304,0.473,Oceania,5RUUkFNqH3GRKHg1xjprOb,https://open.spotify.com/track/5RUUkFNqH3GRKHg1xjprOb
236006,Own It (feat. Ed Sheeran & Bur Boy),"Bur Boy, Stormzy",0.817,0.781,-9.482547799021788,0.112,0.008,0.359,Africa,4QPEwDdOMhY7rNS05mTyMR,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
236015,QUE PRETENDES,"J Balvin, Bad Bunny",0.639,0.791,-9.924410849266337,0.253,0.028,0.939,Latin-America,25ZAibhr3bdlMCLmubZDVt,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
236017,Quizas,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",0.727,0.815,-6.607936860827039,0.153,0.026,0.677,Anglo-America,5Id5B3dxJZhPcV9GzgYZZe,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe
236047,Sum 2 Prove,Lil Baby,0.827,0.552,-15.140062249888842,0.274,0.017,0.408,Anglo-America,5f4Hy5mw5SRaUgXX9c6P5S,https://open.spotify.com/track/5f4Hy5mw5SRaUgXX9c6P5S
236061,Trampoline (with ZAYN),SHAED,0.619,0.459,-12.15706980880391,0.033,0.56,0.498,Anglo-America,2ez6qvOTHKeI3ss80NGqnI,https://open.spotify.com/track/2ez6qvOTHKeI3ss80NGqnI
236119,Commercial (feat. Lil Uzi Vert),Lil Baby,0.892,0.486,-16.917518897287685,0.384,0.048,0.535,Anglo-America,3tDqEKKUs6gf8zMvSuLyLA,https://open.spotify.com/track/3tDqEKKUs6gf8zMvSuLyLA
236384,Matrix,Apache 207,0.789,0.509,-17.13261449533126,0.291,0.768,0.418,Europe,7ygVaACDENw4PgLbN1awFE,https://open.spotify.com/track/7ygVaACDENw4PgLbN1awFE
236395,My Time,BTS,0.674,0.64,-11.084926634059585,0.034,0.151,0.664,Asia,4vTgx6h4seHvkuFh84JXYP,https://open.spotify.com/track/4vTgx6h4seHvkuFh84JXYP
236440,Soltera - Remix,"Luy, Daddy Yankee, Bad Bunny",0.795,0.783,-9.637616718541572,0.043,0.361,0.799,Europe,4t9a07PAghtQMRAIP9FQ7Z,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
236482,00:00 (Zero O'Clock),BTS,0.566,0.548,-13.280902623388172,0.058,0.08,0.196,Asia,4AlihYDqxXshKhvh5tnMfP,https://open.spotify.com/track/4AlihYDqxXshKhvh5tnMfP
236581,Louder than bombs,BTS,0.643,0.667,-14.176300578034677,0.152,0.043,0.485,Asia,3op7HNwLli54MBjFGzIlZO,https://open.spotify.com/track/3op7HNwLli54MBjFGzIlZO
236665,UGH!,BTS,0.72,0.824,-10.99655402401067,0.128,0.039,0.333,Asia,1aKuG1GG76xPLUkjBbQo3W,https://open.spotify.com/track/1aKuG1GG76xPLUkjBbQo3W
236779,Lottery (Renegade),K CAMP,0.915,0.556,-16.857492218763895,0.216,0.015,0.67,Anglo-America,4dZTZbmJBCCofAExHwefda,https://open.spotify.com/track/4dZTZbmJBCCofAExHwefda
236837,Si Te Vas,"Sech, Ozuna",0.73,0.644,-9.392507781236105,0.132,0.093,0.554,Latin-America,6Y4PDQv4XjYjHLeLmvyOt0,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0
236883,100k Cash,"Capital Bra, Samra",0.701,0.714,-12.363828368163624,0.524,0.289,0.604,Europe,033if6Adj8fwBYsQzHOfQ8,https://open.spotify.com/track/033if6Adj8fwBYsQzHOfQ8
237015,Que Calor (with J Balvin & El Alfa),"Major Lazer, Diplo",0.795,0.885,-9.400844819919968,0.072,0.037,0.46,Anglo-America,1G2CAJeP7rCwOZjlSJ0Zw3,https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3
237121,Drown (feat. Clinton Kane),Martin Garrix,0.573,0.739,-11.611827478879505,0.058,0.212,0.363,Europe,4RVtBlHFKj51Ipvpfv5ER4,https://open.spotify.com/track/4RVtBlHFKj51Ipvpfv5ER4
237130,Forever (feat. Lil Wayne),Lil Baby,0.619,0.668,-6.042685638061357,0.271,0.08,0.147,Anglo-America,3EVzllf30zIBAtKb75bs1W,https://open.spotify.com/track/3EVzllf30zIBAtKb75bs1W
237133,Get Ugly,Lil Baby,0.681,0.414,-14.094597598932857,0.223,0.177,0.073,Anglo-America,20Yz5dzjdTCVjXte9KrJbi,https://open.spotify.com/track/20Yz5dzjdTCVjXte9KrJbi
237143,Grace (feat. 42 Dugg),Lil Baby,0.817,0.513,-12.959092930191197,0.394,0.38,0.177,Anglo-America,01JMnRUs2YOK6DDpdQASGY,https://open.spotify.com/track/01JMnRUs2YOK6DDpdQASGY
237154,How,Lil Baby,0.582,0.488,-16.202200978212538,0.455,0.002,0.309,Anglo-America,2b7rt5gCEy2p2zTp656s4U,https://open.spotify.com/track/2b7rt5gCEy2p2zTp656s4U
237160,Ignorantes,"Bad Bunny, Sech",0.85,0.536,-11.121609604268563,0.06,0.267,0.505,Latin-America,3wYRLYuO1M88d8woWUIxct,https://open.spotify.com/track/3wYRLYuO1M88d8woWUIxct
237161,Indeciso,"Reik, J Balvin, Lalo Ebratt",0.738,0.748,-10.689751000444637,0.045,0.182,0.896,Latin-America,59s0s39NFWScuHDbHytI14,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14
237176,Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin",0.694,0.758,-7.494997776789688,0.218,0.278,0.371,Europe,6osaMSJh9NguagEDQcZaKx,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
237188,Mejor,"Dalex, Sech",0.524,0.577,-10.021120497999107,0.18,0.185,0.19,Latin-America,1mF6sMUsRU9MisrdB9qWvg,https://open.spotify.com/track/1mF6sMUsRU9MisrdB9qWvg
237203,No Sucker (feat. Moneybagg Yo),Lil Baby,0.9,0.846,-10.659737661182746,0.224,0.025,0.851,Anglo-America,6A9wHAasMxed0firnDao1K,https://open.spotify.com/track/6A9wHAasMxed0firnDao1K
237214,Perreo en La Lu,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",0.711,0.757,-9.499221876389505,0.29,0.268,0.724,Anglo-America,0RDgqtvOHLwcI6yz9bjsZV,https://open.spotify.com/track/0RDgqtvOHLwcI6yz9bjsZV
237232,Same Thing,Lil Baby,0.902,0.85,-2.526773010226762,0.358,0.039,0.556,Anglo-America,2XEsbmynS9dLSzNSuZzfXF,https://open.spotify.com/track/2XEsbmynS9dLSzNSuZzfXF
237265,Vete,Bad Bunny,0.886,0.672,-9.842707870164517,0.188,0.036,0.526,Latin-America,5DxXgozhkPLgrbKFY91w0c,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
237268,We Should (feat. Young Thug),Lil Baby,0.562,0.604,-15.018341485104493,0.197,0.326,0.562,Anglo-America,5ixKkLQSriCQakDWbdW8qD,https://open.spotify.com/track/5ixKkLQSriCQakDWbdW8qD
237290,all the good girls go to hell,Billie Eilish,0.726,0.444,-17.39273010226767,0.372,0.283,0.569,Anglo-America,6IRdLKIyS4p7XNiP8r6rsx,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx
237330,Feel Me,Selena Gomez,0.71,0.808,-13.69275233437083,0.043,0.44,0.392,Anglo-America,6XXYdF6pJR1K3wKvuxmu7n,https://open.spotify.com/track/6XXYdF6pJR1K3wKvuxmu7n
237333,Friends,BTS,0.55,0.747,-11.204979991107159,0.041,0.067,0.648,Asia,7w05lsU2VLSeiT8Nukrv5M,https://open.spotify.com/track/7w05lsU2VLSeiT8Nukrv5M
237340,Going Bad (feat. Drake),Meek Mill,0.889,0.496,-13.129168519341924,0.091,0.259,0.544,Anglo-America,2IRZnDFmlqMuOrYOLnZZyc,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
237364,Inner Child,BTS,0.589,0.696,-15.823699421965323,0.073,0.017,0.332,Asia,4BKOjYosPhw334moS3wlbO,https://open.spotify.com/track/4BKOjYosPhw334moS3wlbO
237393,Moon,BTS,0.703,0.646,-13.617718986216097,0.06,0.01,0.64,Asia,1xfXXujIlLZAx5wpu46Nyk,https://open.spotify.com/track/1xfXXujIlLZAx5wpu46Nyk
237458,Too Good At Goodbyes,Sam Smith,0.681,0.372,-16.250555802578923,0.043,0.64,0.476,Europe,1mXVgsBdtIVeCLJnSnmtdV,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
237460,Trust,Brent Faiyaz,0.764,0.394,-16.787461093819473,0.152,0.231,0.465,Anglo-America,0oufSLnKQDoBFX5mgkDCgR,https://open.spotify.com/track/0oufSLnKQDoBFX5mgkDCgR
237463,Tutu,"Camilo, Pedro Capó",0.731,0.832,-6.838039128501556,0.05,0.273,0.94,Latin-America,1nocRtwyNPVtGcIJqfgdzZ,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
237468,We are Bulletproof : the Eterl,BTS,0.526,0.575,-11.211649622054246,0.031,0.225,0.19,Asia,44WLOqH7QayQOQdeUHeKUK,https://open.spotify.com/track/44WLOqH7QayQOQdeUHeKUK
237475,Woah,Lil Baby,0.882,0.602,-11.77690084481992,0.245,0.018,0.43,Anglo-America,598yNsG1JFrGd4n2kMoz7F,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F
237525,EARFQUAKE,"Tyler, The Creator",0.554,0.498,-17.299355269008444,0.069,0.23,0.413,Anglo-America,5hVghJ4KaYES3BFUATCYn0,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
237566,Interlude : Shadow,BTS,0.385,0.798,-13.252556691863056,0.483,0.115,0.141,Asia,2Nib4r0saYQf2pUV4RFDhl,https://open.spotify.com/track/2Nib4r0saYQf2pUV4RFDhl
237614,Outro : Ego,BTS,0.808,0.903,-7.695086705202307,0.096,0.012,0.473,Asia,3r9FFjLrAIQjoR8pSHVPC9,https://open.spotify.com/track/3r9FFjLrAIQjoR8pSHVPC9
237673,wish you were gay,Billie Eilish,0.853,0.351,-19.520342374388612,0.241,0.39,0.282,Anglo-America,3Fj47GNK2kUF0uaEDgXLaD,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
237824,Respect,BTS,0.661,0.84,-10.528012449977766,0.116,0.005,0.524,Asia,37TSJmYKLxXmx8OehFpqMN,https://open.spotify.com/track/37TSJmYKLxXmx8OehFpqMN
237860,Tudo Ok,"Thiaguinho MT, Mila, JS o Mão de Ouro",0.814,0.755,-12.794019564250775,0.094,0.239,0.963,Latin-America,4HUZBG98TYbxSR9V1V2DWS,https://open.spotify.com/track/4HUZBG98TYbxSR9V1V2DWS
238034,SENTADÃO,"PEDRO SAMPAIO, Felipe Origil, JS o Mão de Ouro",0.68,0.869,-2.519353045798141,0.059,0.178,0.924,Latin-America,4lKuzrdZrJuCAedbIslF3A,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
238117,Con Calma,"Daddy Yankee, Snow",0.737,0.86,-6.938083592707869,0.059,0.11,0.656,Latin-America,5w9c2J52mkdntKOmRLeM2m,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
238220,Rave de Favela (feat. BEAM),"Major Lazer, MC Lan, Anitta",0.891,0.894,-10.177856825255674,0.145,0.047,0.671,Anglo-America,1K7WzjKDcDdVbKNGrB0gej,https://open.spotify.com/track/1K7WzjKDcDdVbKNGrB0gej
238263,Vem Me Satisfazer,"MC Ingryd, DJ Henrique da VK",0.862,0.561,-12.02534459759893,0.335,0.596,0.541,Latin-America,63SHcJzckFykS8faA5zojY,https://open.spotify.com/track/63SHcJzckFykS8faA5zojY
238315,Combatchy (feat. MC Rebecca),"Anitta, Lexa, Luísa Sonza",0.826,0.73,-7.571698532681189,0.081,0.383,0.605,Latin-America,2bPtwnrpFNEe8N7Q85kLHw,https://open.spotify.com/track/2bPtwnrpFNEe8N7Q85kLHw
238316,Con Altura,"ROSALÍA, J Balvin, El Guincho",0.882,0.689,-9.230769230769234,0.124,0.39,0.746,Europe,2qG5sZ7Si6sdK74qLxedYM,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
238324,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles, Natti Natasha, Farruko",0.743,0.709,-9.05569141840818,0.088,0.045,0.831,Latin-America,1ndyl3wJCFs872XZ3ztPk6,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6
238364,Intro : Perso,BTS,0.469,0.87,-9.97776789684304,0.342,0.028,0.652,Asia,2isSdmQfVv32j2haL6hk9x,https://open.spotify.com/track/2isSdmQfVv32j2haL6hk9x
238384,Make It Right,BTS,0.638,0.703,-15.645286794130726,0.444,0.01,0.261,Asia,6KUE0HSSudAp9AOycaF6SH,https://open.spotify.com/track/6KUE0HSSudAp9AOycaF6SH
238481,00:00 (Zero O'Clock),BTS,0.566,0.548,-13.280902623388172,0.058,0.08,0.196,Asia,2rk5DdEFF6wJ13Wrwm2sy6,https://open.spotify.com/track/2rk5DdEFF6wJ13Wrwm2sy6
238500,Black Swan,BTS,0.719,0.758,-11.131614050689194,0.085,0.137,0.49,Asia,24NuEDgyRIljwSyY0lsr7b,https://open.spotify.com/track/24NuEDgyRIljwSyY0lsr7b
238514,Come Around Me,Justin Bieber,0.648,0.681,-16.504001778568252,0.038,0.263,0.767,Anglo-America,2o9LAypwGH4ctV0i9boo6d,https://open.spotify.com/track/2o9LAypwGH4ctV0i9boo6d
238530,Friends,BTS,0.55,0.747,-11.204979991107159,0.041,0.067,0.648,Asia,5LCP80MqF8AqHi0WZZGuwJ,https://open.spotify.com/track/5LCP80MqF8AqHi0WZZGuwJ
238532,Get Me (feat. Kehlani),Justin Bieber,0.832,0.508,-14.042907959092929,0.149,0.049,0.75,Anglo-America,5VwwpU7KsLhgfbMEecedhJ,https://open.spotify.com/track/5VwwpU7KsLhgfbMEecedhJ
