,Title,Artists,Danceability,Energy,Loudness,Speechiness,Acousticness,Valence,Continent,id,Song URL
238536,Give No Fxk,"Migos, Travis Scott, Young Thug",0.904,0.627,-11.866940862605603,0.222,0.03,0.236,Anglo-America,6ZelF5APDN5r6XnFqcnvWR,https://open.spotify.com/track/6ZelF5APDN5r6XnFqcnvWR
238556,Inner Child,BTS,0.589,0.696,-15.823699421965323,0.073,0.017,0.332,Asia,3bSrpGWHrMlwZ0TdBMXv1p,https://open.spotify.com/track/3bSrpGWHrMlwZ0TdBMXv1p
238560,It's A Raid (feat. Post Malone),Ozzy Osbourne,0.472,0.996,-2.517082036460657,0.16,0.007,0.114,Europe,4CEFxa53bQl45kF3Fq6CeD,https://open.spotify.com/track/4CEFxa53bQl45kF3Fq6CeD
238575,Louder than bombs,BTS,0.643,0.667,-14.176300578034677,0.152,0.043,0.485,Asia,15xT6IkTumRGbbSim0t11u,https://open.spotify.com/track/15xT6IkTumRGbbSim0t11u
238584,Mios mit Bars,Luciano,0.677,0.633,-14.77656736327257,0.047,0.111,0.404,Europe,7Ek9e3eIuktIFjpDRQfmHE,https://open.spotify.com/track/7Ek9e3eIuktIFjpDRQfmHE
238593,My Time,BTS,0.674,0.64,-11.084926634059585,0.034,0.151,0.664,Asia,1TEEi8aHzb4tGcLJdsepb1,https://open.spotify.com/track/1TEEi8aHzb4tGcLJdsepb1
238599,No Shame,5 Seconds of Summer,0.576,0.815,-7.726767452200974,0.036,0.019,0.445,Oceania,5JSVa5i6lFPoyOzK4gj0Ox,https://open.spotify.com/track/5JSVa5i6lFPoyOzK4gj0Ox
238605,ON,BTS,0.583,0.817,-11.096598488216983,0.099,0.118,0.438,Asia,1iCJrfkx5U4DtmkazBSYVG,https://open.spotify.com/track/1iCJrfkx5U4DtmkazBSYVG
238608,Outro : Ego,BTS,0.808,0.903,-7.695086705202307,0.096,0.012,0.473,Asia,2ezpl1QGsrICxQwl039Yoe,https://open.spotify.com/track/2ezpl1QGsrICxQwl039Yoe
238620,Red Eye,YoungBoy Never Broke Again,0.485,0.814,-9.030680302356608,0.138,0.217,0.327,Anglo-America,3qHgGyJY4GpXNOK4WL4NSo,https://open.spotify.com/track/3qHgGyJY4GpXNOK4WL4NSo
238621,Respect,BTS,0.661,0.84,-10.528012449977766,0.116,0.005,0.524,Asia,07KegcFokV4bBD1GvO1j6L,https://open.spotify.com/track/07KegcFokV4bBD1GvO1j6L
238622,Rich Rich,Ufo361,0.548,0.649,-10.513005780346823,0.29,0.084,0.222,Europe,3VFT90E0yYjdHSFoGv02us,https://open.spotify.com/track/3VFT90E0yYjdHSFoGv02us
238633,Schüsse im Regen,Samra,0.772,0.799,-8.320364606491772,0.291,0.104,0.449,Europe,3RgJvQlTg7tp5mXtylDXYx,https://open.spotify.com/track/3RgJvQlTg7tp5mXtylDXYx
238652,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,0.499,0.8,-6.959759893285899,0.05,0.091,0.272,Anglo-America,7CZyCXKG6d5ALeq41sLzbw,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
238657,The Way,"Trippie Redd, Russ",0.78,0.666,-12.890729212983551,0.172,0.182,0.537,Anglo-America,6CeZoh6Oemi28WQRpa004x,https://open.spotify.com/track/6CeZoh6Oemi28WQRpa004x
238668,We are Bulletproof : the Eterl,BTS,0.526,0.575,-11.211649622054246,0.031,0.225,0.19,Asia,3bHKTyjnhkhCOpTDYTMZmN,https://open.spotify.com/track/3bHKTyjnhkhCOpTDYTMZmN
238687,All Around Me,Justin Bieber,0.566,0.438,-15.128390395731437,0.037,0.809,0.692,Anglo-America,5Py8zRKGkZvgHniVVtvNCN,https://open.spotify.com/track/5Py8zRKGkZvgHniVVtvNCN
238692,Available,Justin Bieber,0.702,0.608,-13.926189417518898,0.036,0.074,0.597,Anglo-America,1b6tPXXCV2fSNtR3SKWUQA,https://open.spotify.com/track/1b6tPXXCV2fSNtR3SKWUQA
238707,Blueberry Faygo,Lil Mosey,0.774,0.554,-15.703646064917741,0.038,0.207,0.349,Anglo-America,6wJYhPfqk3KGhHRG76WzOh,https://open.spotify.com/track/6wJYhPfqk3KGhHRG76WzOh
238710,Breathe Deeper,Tame Impala,0.664,0.848,-2.5236382836816347,0.032,0.025,0.502,Oceania,3LbZIhU0smEU5SUnxod4j4,https://open.spotify.com/track/3LbZIhU0smEU5SUnxod4j4
238733,Forever Yours - Avicii Tribute,"Kygo, Sandro Cavazza",0.529,0.612,-17.17930191196087,0.052,0.253,0.434,Europe,3o1CUVeHIid49sabk6A6Nf,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf
238735,GATTI,"JACKBOYS, Pop Smoke, Travis Scott",0.594,0.676,-12.200422409959977,0.344,0.135,0.472,Anglo-America,40mjsnRjCpycdUw3xhS20g,https://open.spotify.com/track/40mjsnRjCpycdUw3xhS20g
238743,Good News,Mac Miller,0.794,0.32,-2.5376611827478825,0.173,0.853,0.241,Anglo-America,1DWZUa5Mzf2BwzpHtgbHPY,https://open.spotify.com/track/1DWZUa5Mzf2BwzpHtgbHPY
238747,Habitual,Justin Bieber,0.764,0.443,-13.562694530902618,0.044,0.52,0.63,Anglo-America,40qyPyljksBEqlNw5sW37T,https://open.spotify.com/track/40qyPyljksBEqlNw5sW37T
238807,Only Human,Jonas Brothers,0.795,0.496,-12.325477990217877,0.072,0.108,0.874,Anglo-America,0DiDStADDVh3SvAsoJAFMk,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
238828,Running Over (feat. Lil Dicky),Justin Bieber,0.774,0.603,-14.719875500222322,0.059,0.438,0.977,Anglo-America,75nKBP8jQu681pTNCtrEnn,https://open.spotify.com/track/75nKBP8jQu681pTNCtrEnn
238833,Second Emotion (feat. Travis Scott),Justin Bieber,0.796,0.777,-12.707314361938643,0.057,0.028,0.96,Anglo-America,1PnAx788sAvcI3ZxTlEyX8,https://open.spotify.com/track/1PnAx788sAvcI3ZxTlEyX8
238834,Shake The Room (feat. Quavo),Pop Smoke,0.733,0.684,-10.432970208981772,0.177,0.142,0.437,Anglo-America,7rSnKi58HPIVC0FVyh04Q1,https://open.spotify.com/track/7rSnKi58HPIVC0FVyh04Q1
238866,Welcome To The Party,Pop Smoke,0.637,0.723,-11.765228990662514,0.091,0.013,0.228,Anglo-America,0fIffclhgJC5h8AdMMVvkp,https://open.spotify.com/track/0fIffclhgJC5h8AdMMVvkp
238878,you should see me in a crown,Billie Eilish,0.678,0.533,-19.998888394842155,0.186,0.462,0.323,Anglo-America,3XF5xLJHOQQRbWya6hBp7d,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d
238915,Changes,Justin Bieber,0.485,0.412,-15.465206758559361,0.042,0.738,0.612,Anglo-America,521Os1SMlxmsoevsqyjNmJ,https://open.spotify.com/track/521Os1SMlxmsoevsqyjNmJ
238919,Confirmation,Justin Bieber,0.438,0.315,-16.16551800800356,0.038,0.608,0.449,Anglo-America,60brXKLTC15vK0av5gIldm,https://open.spotify.com/track/60brXKLTC15vK0av5gIldm
239094,Baby,"Joker Bra, VIZE",0.771,0.921,-9.565918185860383,0.109,0.166,0.56,Europe,1V7JaMp11LKGwKiVmSetf0,https://open.spotify.com/track/1V7JaMp11LKGwKiVmSetf0
239104,Birthday,Anne-Marie,0.609,0.785,-2.5216540684748736,0.089,0.05,0.756,Europe,5hff5RQeE84pznOt8WEWeO,https://open.spotify.com/track/5hff5RQeE84pznOt8WEWeO
239111,Borderline,Tame Impala,0.621,0.873,-7.630057803468212,0.037,0.041,0.873,Oceania,5hM5arv9KDbCHS0k9uqwjr,https://open.spotify.com/track/5hM5arv9KDbCHS0k9uqwjr
239129,E.T.A.,Justin Bieber,0.465,0.494,-15.180080035571365,0.066,0.49,0.457,Anglo-America,6PzOPrXx8tJEqace76yrv2,https://open.spotify.com/track/6PzOPrXx8tJEqace76yrv2
239209,Only The Young - Featured in Miss America,Taylor Swift,0.56,0.78,-10.678079146287239,0.052,0.002,0.602,Anglo-America,2slqvGLwzZZYsT4K4Y1GBC,https://open.spotify.com/track/2slqvGLwzZZYsT4K4Y1GBC
239382,Lost In Yesterday,Tame Impala,0.569,0.84,-9.390840373499337,0.118,0.03,0.749,Oceania,5JWPUEov2wlX7c0jhYZpeB,https://open.spotify.com/track/5JWPUEov2wlX7c0jhYZpeB
239390,Might Not Give Up (feat. Young Thug),A Boogie Wit da Hoodie,0.687,0.592,-13.150844819919968,0.224,0.203,0.246,Anglo-America,4l2rsMfr20dj6nf6i6F3Y8,https://open.spotify.com/track/4l2rsMfr20dj6nf6i6F3Y8
239450,Take It Out On Me,Justin Bieber,0.772,0.616,-10.307914628723879,0.102,0.003,0.279,Anglo-America,39nTNk5MfyiiRupTwn1iyC,https://open.spotify.com/track/39nTNk5MfyiiRupTwn1iyC
239452,Talk (feat. Disclosure),Khalid,0.9,0.4,-16.81413961760783,0.127,0.052,0.346,Anglo-America,6TqXcAFInzjp0bODyvrWEq,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
239454,That's What Love Is,Justin Bieber,0.639,0.437,-14.119608714984437,0.036,0.692,0.751,Anglo-America,2hLu8L8SNfCN4yKyPdX0h3,https://open.spotify.com/track/2hLu8L8SNfCN4yKyPdX0h3
239607,One More Year,Tame Impala,0.602,0.88,-11.543463761671852,0.035,0.057,0.493,Oceania,5ozqshq2dtU7SYCpCBu0NE,https://open.spotify.com/track/5ozqshq2dtU7SYCpCBu0NE
239675,Yellow Hearts,Ant Saunders,0.866,0.438,-17.427745664739888,0.072,0.177,0.695,Anglo-America,2W4yABdLc4Jnds67Poi5Nl,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
239690,At Least For Now,Justin Bieber,0.375,0.304,-19.01845264562028,0.033,0.683,0.295,Anglo-America,6VLkgf5YmLixsabdqiCVGU,https://open.spotify.com/track/6VLkgf5YmLixsabdqiCVGU
239766,Instant Destiny,Tame Impala,0.381,0.829,-10.126167185415738,0.06,0.023,0.509,Oceania,6WCXBUFa0z3l9DoOY3k5Xe,https://open.spotify.com/track/6WCXBUFa0z3l9DoOY3k5Xe
239816,Posthumous Forgiveness,Tame Impala,0.367,0.613,-11.930302356602937,0.03,0.051,0.097,Oceania,1KcOU0q9AMXV9xi4tSzzCc,https://open.spotify.com/track/1KcOU0q9AMXV9xi4tSzzCc
239845,Stain (feat. DaBaby),A Boogie Wit da Hoodie,0.816,0.754,-9.037349933303688,0.389,0.012,0.604,Anglo-America,0dIz1I7IwX5ardG47AHxCZ,https://open.spotify.com/track/0dIz1I7IwX5ardG47AHxCZ
239876,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",0.78,0.759,-8.005224544241884,0.225,0.462,0.579,Europe,7BlBVFwvbWvcwNcUarQmjk,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
239880,Yummy - Summer Walker Remix,Justin Bieber,0.655,0.578,-12.038683859493105,0.053,0.311,0.546,Anglo-America,2FBpJGt00G0h1q0RHuqaGO,https://open.spotify.com/track/2FBpJGt00G0h1q0RHuqaGO
239961,Is It True,Tame Impala,0.731,0.664,-11.643508225878165,0.03,0.003,0.661,Oceania,6RZmhpvukfyeSURhf4kZ0d,https://open.spotify.com/track/6RZmhpvukfyeSURhf4kZ0d
239967,King Of My City,A Boogie Wit da Hoodie,0.48,0.679,-13.81447309915518,0.264,0.452,0.29,Anglo-America,3o0nkjyy6eZL5lZcEpvJec,https://open.spotify.com/track/3o0nkjyy6eZL5lZcEpvJec
239982,Me and My Guitar,A Boogie Wit da Hoodie,0.644,0.587,-13.747776789684309,0.353,0.473,0.68,Anglo-America,6cZH4rX1KTt1aJ3Ql6Ynja,https://open.spotify.com/track/6cZH4rX1KTt1aJ3Ql6Ynja
240001,Oh My God,Alec Benjamin,0.696,0.565,-14.58314806580703,0.061,0.652,0.599,Anglo-America,2U12JbtnFSYa5Av5wEcEDX,https://open.spotify.com/track/2U12JbtnFSYa5Av5wEcEDX
240003,On Track,Tame Impala,0.388,0.648,-11.816918630502443,0.038,0.116,0.112,Oceania,0IuE6FnXPCdZ8NLuuvJRhb,https://open.spotify.com/track/0IuE6FnXPCdZ8NLuuvJRhb
240041,Stay With Me,Sam Smith,0.418,0.42,-13.260893730546911,0.041,0.588,0.184,Europe,5Nm9ERjJZ5oyfXZTECKmRt,https://open.spotify.com/track/5Nm9ERjJZ5oyfXZTECKmRt
240054,Thug Love,A Boogie Wit da Hoodie,0.54,0.643,-10.364606491774119,0.288,0.428,0.328,Anglo-America,4MzhmCOgPB7xb87f1CXjlA,https://open.spotify.com/track/4MzhmCOgPB7xb87f1CXjlA
240057,Tomorrow's Dust,Tame Impala,0.616,0.804,-11.800244553134732,0.043,0.012,0.627,Oceania,666PdikRnUzdvjT9p5wWND,https://open.spotify.com/track/666PdikRnUzdvjT9p5wWND
240062,Verkackt,"Gzuz, Bonez MC",0.774,0.805,-12.347154290795913,0.302,0.051,0.261,Europe,0C6bsQq58Ue1XfL5PKTO6D,https://open.spotify.com/track/0C6bsQq58Ue1XfL5PKTO6D
240066,Weiss,Samra,0.6,0.525,-13.495998221431748,0.423,0.393,0.436,Europe,38YP1STiBe3AZevFFJILf4,https://open.spotify.com/track/38YP1STiBe3AZevFFJILf4
240136,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,0.668,0.892,-7.520008892841261,0.065,0.298,0.478,Anglo-America,07Oz5StQ7GRoygNLaXs2pd,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
240148,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,0.559,0.491,-13.197532236549577,0.035,0.057,0.114,Anglo-America,7h0d2h0fUmzbs7zeFigJPn,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn
240150,Hot (Remix) [feat. Gun and Travis Scott],"Travis Scott, Young Thug",0.845,0.631,-16.198866162738994,0.216,0.188,0.545,Anglo-America,4ea9w8c4ROqiZpJVhfBA3m,https://open.spotify.com/track/4ea9w8c4ROqiZpJVhfBA3m
240153,"I Do It (ft. Big Sean, Lil Baby)",Lil Wayne,0.804,0.528,-7.9035126722988025,0.378,0.125,0.321,Anglo-America,1bRO28yzxgO3y3UmNR29TZ,https://open.spotify.com/track/1bRO28yzxgO3y3UmNR29TZ
240160,i'm so tired...,"Lauv, Troye Sivan",0.599,0.733,-14.284682080924853,0.203,0.176,0.534,Anglo-America,6uiz2UTi8yaPVd9A1OxxTW,https://open.spotify.com/track/6uiz2UTi8yaPVd9A1OxxTW
240163,Intentions,"Justin Bieber, Quavo",0.811,0.553,-13.594375277901293,0.055,0.317,0.86,Anglo-America,364dI1bYnvamSnBJ8JcNzN,https://open.spotify.com/track/364dI1bYnvamSnBJ8JcNzN
240184,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,0.61,0.83,-9.360827034237438,0.057,0.033,0.728,Anglo-America,2Rk4JlNc2TPmZe2af99d45,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45
240242,Suge,DaBaby,0.876,0.662,-13.324255224544245,0.426,0.061,0.844,Anglo-America,2gwkD6igEhQbDQegRCcdoB,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
240244,Sum 2 Prove,Lil Baby,0.823,0.552,-2.528740551356158,0.324,0.017,0.418,Anglo-America,2u3EyuCqqV31woqGvO9LBz,https://open.spotify.com/track/2u3EyuCqqV31woqGvO9LBz
240274,Yikes,Nicki Minaj,0.911,0.637,-16.490662516674078,0.447,0.041,0.66,Anglo-America,75dLEqanQTupF3dtP9exT5,https://open.spotify.com/track/75dLEqanQTupF3dtP9exT5
240280,Yummy,Justin Bieber,0.687,0.514,-13.541018230324589,0.09,0.366,0.494,Anglo-America,41L3O37CECZt3N7ziG2z7l,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
240331,Get Me,"Justin Bieber, Kehlani",0.824,0.503,-2.527690084481989,0.156,0.05,0.784,Anglo-America,6zGPytJiZmFuyVq7RTNO9G,https://open.spotify.com/track/6zGPytJiZmFuyVq7RTNO9G
240342,Graveyard,Halsey,0.667,0.583,-11.064917741218323,0.075,0.231,0.187,Anglo-America,2ufmtcIFdFpuUYBPXK5f67,https://open.spotify.com/track/2ufmtcIFdFpuUYBPXK5f67
240510,Broke In A Minute,Tory Lanez,0.929,0.7,-11.845264562027566,0.091,0.144,0.802,Anglo-America,2ZrAjMSmlbDIil0JaVgTHh,https://open.spotify.com/track/2ZrAjMSmlbDIil0JaVgTHh
240526,Eleven,Khalid,0.701,0.396,-19.49366385060027,0.119,0.112,0.115,Anglo-America,1ToprX3cpBiXoAe5eNSk74,https://open.spotify.com/track/1ToprX3cpBiXoAe5eNSk74
240528,Fai rumore,Diodato,0.417,0.626,-12.612272120942642,0.037,0.218,0.144,Europe,5OaBhC8NjdqDhHF9I6r9lS,https://open.spotify.com/track/5OaBhC8NjdqDhHF9I6r9lS
240613,Psycho,Red Velvet,0.664,0.666,-6.189417518897287,0.045,0.193,0.405,Asia,3CYH422oy1cZNoo0GTG1TK,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK
240758,idontwanbeyouanymore,Billie Eilish,0.483,0.412,-16.624055135615826,0.04,0.737,0.247,Anglo-America,40T5GIqQ1CegGm2PTEl8Bu,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu
240819,Ringo Starr,Pinguini Tattici Nucleari,0.754,0.925,-7.3716096042685635,0.051,0.304,0.857,Europe,5yfE6GXTuJaAlepKoE0wJE,https://open.spotify.com/track/5yfE6GXTuJaAlepKoE0wJE
240853,Those Kinda Nights (feat. Ed Sheeran),Eminem,0.794,0.637,-2.52660626945309,0.339,0.028,0.393,Anglo-America,0VSzREd1OjEWJ9tXoFHRQH,https://open.spotify.com/track/0VSzREd1OjEWJ9tXoFHRQH
240882,223's (feat. 9lokknine),YNW Melly,0.932,0.547,-15.500222321031572,0.333,0.039,0.695,Anglo-America,29ZXwWOOLz9t5fa3eT3i7T,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T
241002,Otro Trago - Remix,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",0.725,0.79,-6.402845709204087,0.197,0.071,0.763,Latin-America,4bTZeO72FwMa6wKOiqoynL,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
241006,Panini,Lil Nas X,0.703,0.594,-12.764006224988883,0.075,0.342,0.475,Anglo-America,1000nHvUdawXuUHgBod4Wv,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
241082,11 PM,Maluma,0.777,0.712,-2.5241885282347667,0.277,0.217,0.68,Latin-America,7KbF6AdprOXEEHlsq11Z6d,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
241111,Break My Stride,Matthew Wilder,0.917,0.588,-20.935971542907957,0.061,0.195,0.828,Anglo-America,1mCsF9Tw4AkIZOjvZbZZdT,https://open.spotify.com/track/1mCsF9Tw4AkIZOjvZbZZdT
241259,Turn Me On (feat. Vula),"Riton, Oliver Heldens",0.737,0.828,-10.371276122721213,0.04,0.015,0.517,Europe,0qaWEvPkts34WF68r8Dzx9,https://open.spotify.com/track/0qaWEvPkts34WF68r8Dzx9
241273,YELL OH,"Trippie Redd, Young Thug",0.842,0.578,-2.526206091596272,0.138,0.004,0.19,Anglo-America,003VDDA7J3Xb2ZFlNx7nIZ,https://open.spotify.com/track/003VDDA7J3Xb2ZFlNx7nIZ
241289,Antisocial (with Travis Scott) - MK Remix,Ed Sheeran,0.796,0.868,-12.143730546909737,0.099,0.104,0.586,Europe,1qf82BwoRe9zdLvyvx7oGP,https://open.spotify.com/track/1qf82BwoRe9zdLvyvx7oGP
241290,Anyone,Demi Lovato,0.557,0.387,-13.08414851044909,0.037,0.876,0.317,Anglo-America,18ssFhD04lWo1RzpcohnrG,https://open.spotify.com/track/18ssFhD04lWo1RzpcohnrG
241299,Believe (feat. Justin Timberlake),"Justin Timberlake, Meek Mill",0.628,0.75,-11.218319253001333,0.14,0.142,0.374,Anglo-America,6fvqvUQr12qghH4N8gpAch,https://open.spotify.com/track/6fvqvUQr12qghH4N8gpAch
241331,FML,Arizo Zervas,0.822,0.575,-2.526039350822579,0.093,0.113,0.616,Anglo-America,6lruHh1jF7ezgbLv72xYmf,https://open.spotify.com/track/6lruHh1jF7ezgbLv72xYmf
241371,Kein Wort,"Juju, Loreda, Miksu / Macloud",0.746,0.592,-13.95620275678079,0.091,0.462,0.629,Latin-America,1hoLUVBx0ixX3kn0EX0P5n,https://open.spotify.com/track/1hoLUVBx0ixX3kn0EX0P5n
241388,Meet Me on the Roof,Green Day,0.409,0.948,-12.367163183637174,0.115,0.0,0.839,Anglo-America,3YCUPKddcFr4s6iL4mj6Xy,https://open.spotify.com/track/3YCUPKddcFr4s6iL4mj6Xy
241391,Mon Ami,Samra,0.801,0.731,-8.723877278790567,0.383,0.188,0.537,Europe,1R4xkZXQUQ8QJtAdwHkSgC,https://open.spotify.com/track/1R4xkZXQUQ8QJtAdwHkSgC
241570,King Of My City,A Boogie Wit da Hoodie,0.48,0.679,-13.81447309915518,0.264,0.452,0.29,Anglo-America,4GyMIm2BEMoOXjmIvSpfLi,https://open.spotify.com/track/4GyMIm2BEMoOXjmIvSpfLi
241574,Liar,Camila Cabello,0.74,0.498,-13.661071587372163,0.046,0.017,0.652,Latin-America,073ILU1C3APNRGF66VhtyA,https://open.spotify.com/track/073ILU1C3APNRGF66VhtyA
241788,Mean It,"Lauv, LANY",0.746,0.45,-16.760782570031125,0.087,0.041,0.336,Anglo-America,2uiOyiRxtNix52dpeaDQPM,https://open.spotify.com/track/2uiOyiRxtNix52dpeaDQPM
241972,Leila,Reynmen,0.665,0.735,-12.618941751889729,0.046,0.132,0.259,Europe,1RqNAiL2toZ59HTjQbFLfM,https://open.spotify.com/track/1RqNAiL2toZ59HTjQbFLfM
242063,Wake Up Call (feat. Trippie Redd),KSI,0.642,0.669,-12.143730546909737,0.049,0.318,0.227,Europe,5MYzajZVxBaPT2JUSRa99L,https://open.spotify.com/track/5MYzajZVxBaPT2JUSRa99L
242119,Darkness,Eminem,0.671,0.623,-14.456425077812362,0.308,0.01,0.195,Anglo-America,5SiZJoLXp3WOl3J4C8IK0d,https://open.spotify.com/track/5SiZJoLXp3WOl3J4C8IK0d
242513,Calma - Remix,"Pedro Capó, Farruko",0.826,0.773,-9.549244108492658,0.052,0.323,0.761,Latin-America,5iwz1NiezX7WWjnCgY5TH4,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
242530,Fantasía,Ozuna,0.695,0.719,-12.417185415740327,0.09,0.227,0.781,Europe,40rXWke6SnXiGkSmaT8ZUr,https://open.spotify.com/track/40rXWke6SnXiGkSmaT8ZUr
242586,Mahogany,Lil Wayne,0.466,0.608,-2.5241218319253065,0.45,0.074,0.41,Anglo-America,5f9JYuHSIHjp6rggue13RS,https://open.spotify.com/track/5f9JYuHSIHjp6rggue13RS
242704,Blue World,Mac Miller,0.742,0.553,-2.5310915962650142,0.419,0.389,0.508,Anglo-America,2hwOoMtWPtTSSn6WHV7Vp5,https://open.spotify.com/track/2hwOoMtWPtTSSn6WHV7Vp5
242721,Donuts,Gzuz,0.782,0.712,-14.816585148955092,0.233,0.092,0.572,Europe,2nNGV59DJJwk7D5ImGf6uc,https://open.spotify.com/track/2nNGV59DJJwk7D5ImGf6uc
242731,Funeral,Lil Wayne,0.577,0.624,-2.5232547799021745,0.26,0.472,0.324,Anglo-America,4y1GxT1XnufGddKkrFkbtC,https://open.spotify.com/track/4y1GxT1XnufGddKkrFkbtC
242745,GUESS WHAT (feat. Rick Ross),Russ,0.738,0.785,-19.248554913294797,0.272,0.071,0.357,Anglo-America,40FUPlp2KJvdHY5ABnK100,https://open.spotify.com/track/40FUPlp2KJvdHY5ABnK100
242785,Mama Mia,Lil Wayne,0.711,0.639,-11.41674077367719,0.431,0.335,0.961,Anglo-America,7K8vPC3GPWafq2zXHuUGXz,https://open.spotify.com/track/7K8vPC3GPWafq2zXHuUGXz
242791,Momentary Bliss (feat. slowthai and Slaves),Gorillaz,0.641,0.807,-2.5273399288572804,0.239,0.085,0.712,Europe,5zZWKugaE2ZmnZN77HVfUH,https://open.spotify.com/track/5zZWKugaE2ZmnZN77HVfUH
242799,Nice to Meet Ya (feat. Nicki Minaj),Meghan Trainor,0.754,0.561,-12.985771453979545,0.333,0.011,0.539,Anglo-America,5HqRQwSAPAgJBQ3bhtpUTg,https://open.spotify.com/track/5HqRQwSAPAgJBQ3bhtpUTg
242826,Rodeo - feat. s,Lil Nas X,0.65,0.637,-12.845709204090703,0.037,0.081,0.575,Anglo-America,7ikRId3U9AXd6tfF2fbItC,https://open.spotify.com/track/7ikRId3U9AXd6tfF2fbItC
242874,"You Gon' Learn (feat. Royce Da 5'9"" & White Gold)",Eminem,0.68,0.82,-9.514228546020455,0.151,0.061,0.243,Anglo-America,0GQ5bFTVFFKpwNPc7KwQnB,https://open.spotify.com/track/0GQ5bFTVFFKpwNPc7KwQnB
242880,Zu Ende,"Samra, ELIF",0.707,0.747,-11.206647398843934,0.279,0.307,0.491,Europe,0Vl4eICpXMjtiK0RhdaWov,https://open.spotify.com/track/0Vl4eICpXMjtiK0RhdaWov
242977,Liberdade Provisória,Henrique & Juliano,0.668,0.684,-12.41551800800356,0.053,0.627,0.7,Latin-America,1vG3YuKRYqPwTmNmYgqkpg,https://open.spotify.com/track/1vG3YuKRYqPwTmNmYgqkpg
242981,Look At Her Now,Selena Gomez,0.753,0.564,-15.701978657180973,0.252,0.114,0.55,Anglo-America,7eOkHIcaoUhngxxypM5Ajr,https://open.spotify.com/track/7eOkHIcaoUhngxxypM5Ajr
243060,Uccommodating (feat. Young M.A),Eminem,0.852,0.752,-12.175411293908404,0.06,0.017,0.389,Anglo-America,0q2vG0UVuy6ajjcpkQHdZM,https://open.spotify.com/track/0q2vG0UVuy6ajjcpkQHdZM
243072,xanny,Billie Eilish,0.521,0.125,-32.24933303690529,0.239,0.751,0.053,Anglo-America,4QIo4oxwzzafcBWkKjDpXY,https://open.spotify.com/track/4QIo4oxwzzafcBWkKjDpXY
243175,Leaving Heaven (feat. Skylar Grey),Eminem,0.661,0.748,-10.534682080924853,0.206,0.175,0.509,Anglo-America,5CpsIb7SMFHjmAG8RvIWfq,https://open.spotify.com/track/5CpsIb7SMFHjmAG8RvIWfq
243398,my strange addiction,Billie Eilish,0.939,0.305,-20.77756780791463,0.354,0.35,0.563,Anglo-America,3Tc57t9l2O8FwQZtQOvPXK,https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK
243516,Circles,Mac Miller,0.61,0.032,-27.837372165406848,0.049,0.896,0.37,Anglo-America,4jXl6VtkFFKIt3ycUQc5LT,https://open.spotify.com/track/4jXl6VtkFFKIt3ycUQc5LT
243696,B.I.T.C.H.,Megan Thee Stallion,0.742,0.731,-9.789350822587814,0.306,0.085,0.547,Anglo-America,06scTb0zbkxYNgpAB3J9fN,https://open.spotify.com/track/06scTb0zbkxYNgpAB3J9fN
243770,Into the Unknown,"Idina Menzel, AURORA",0.323,0.405,-16.744108492663408,0.041,0.849,0.274,Europe,3Z0oQ8r78OUaHvGPiDBR3W,https://open.spotify.com/track/3Z0oQ8r78OUaHvGPiDBR3W
243946,Graveto - Ao Vivo,Marília Mendonça,0.714,0.632,-2.524622054246329,0.031,0.292,0.402,Latin-America,3tc8Z4lGzOIwmIVftsxO6o,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o
243964,In Too Deep,Eminem,0.72,0.767,-12.252112049799905,0.214,0.039,0.595,Anglo-America,7Dj2wqPYXfSRFwa6qyOztr,https://open.spotify.com/track/7Dj2wqPYXfSRFwa6qyOztr
